name,gender,attribute,id
Ruaud,der,unzivilisiert,
Rubertus,der,sündig,
Rudegerus,der,schmerzlich,
Rudesind,der,gewissenlos,
Rudolfus,der,rigoristisch,
Rufier,der,unrecht,
Rufin,der,brüsk,
Rufus,der,unheilvoll,
Ruisko,der,roh,
Runo,der,arg,
Russell,der,schlimm,
Roussel,der,ungerührt,
Rusto,der,martervoll,
Ruthardus,der,hässlich,
Rychard,der,kalt,
Rycharde,der,abweisend,
Saba,der,bitter,
Sabas,der,unheimlich,
Sabin,der,hartherzig,
Sabyllos,der,borstig,
Sadagares,der,ungerecht,
Sadun,der,bedenklich,
Saer,der,hemmungslos,
Saerus,der,dornenvoll,
Safrax,der,bitter,
Sagar,der,dickfellig,
Sagard,der,mürrisch,
Sagarus,der,kaltblütig,
Saillot,der,böse,
Sainte,der,unempfindlich,
Santin,der,gruselig,
Salbatore,der,übermäßig,
Salicar,der,unbeschreiblich,
Salla,der,unempfänglich,
Salmoneus,der,unbarmherzig,
Samer,der,gewaltig,
Samo,der,bitterkalt,
Samson,der,bedrohend,
Sandaili,der,empört,
Sander,der,schaudervoll,
Sanders,der,erbarmungslos,
Sandre,der,schauderbar,
Sandrin,der,gramvoll,
Sanduru,der,hundekalt,
Sandy,der,unsentimental,
Sangiban,der,erschrecklich,
Sanguin,der,bedauerlich,
Sansalas,der,gewichtig,
Santi,der,barbarisch,
Santikurtz,der,kummervoll,
Santio,der,abscheulich,
Santutxo,der,verneinend,
Santxo,der,diktatorisch,
Santxol,der,harsch,
Saphrax,der,wutschnaubend,
Sarapammon,der,gruselig,
Sarilo,der,gewaltsam,
Sarpedon,der,bejammernswert,
Sarus,der,kaltschnäuzig,
Sasoin,der,blutdürstig,
Satabus,der,gräulich,
Satordi,der,eisenhart,
Satyros,der,ekelhaft,
Saunder,der,fest,
Saundre,der,ungehalten,
Savaric,der,schreckbar,
Savary,der,abweisend,
Sawney,der,schwierig,
Sawnie,der,verstimmt,
Saxo,der,misanthropisch,
Sayer,der,katastrophal,
Scaios,der,unbeherrscht,
Scamandius,der,gleichgültig,
Scamandrius,der,sinnenfroh,
Schedius,der,bedauerlich,
Scholasticus,der,schröcklich,
Sconea,der,abscheuerregend,
Scylax,der,missmutig,
Scyllias,der,verabscheuenswürdig,
Scythas,der,verabscheuenswürdig,
Searl,der,plump,
Searle,der,bedrohend,
Seaward,der,hässlich,
Sebastianus,der,verächtlich,
Sebastos,der,übellaunig,
Seber,der,verächtlich,
Sede,der,frostig,
Segar,der,skandalös,
Segarus,der,sarkastisch,
Segeric,der,böse,
Seguin,der,peinigend,
Sehier,der,unpassend,
Syhier,der,frostklirrend,
Sein,der,ekelhaft,
Seisames,der,unzivilisiert,
Selagus,der,dumm,
Selatse,der,gnadenlos,
Seldomus,der,fühllos,
Selenas,der,verärgert,
Selepos,der,schreckenerregend,
Seleukos,der,schauervoll,
Selle,der,außergewöhnlich,
Selles,der,bedrohlich,
Seme,der,animalisch,
Semeno,der,bedenklich,
Sendoa,der,missmutig,
Senebaut,der,heillos,
Sengrat,der,erschröcklich,
Senuthius,der,grantig,
Sequin,der,wutentbrannt,
Serell,der,grob,
Sergius,der,übermäßig,
Seri,der,schnöde,
Serill,der,abgründig,
Serle,der,übellaunig,
Serlo,der,leidig,
Serlon,der,zornig,
Sernays,der,fühllos,
Serrell,der,unliebenswürdig,
Serrill,der,erschrecklich,
Sesuldo,der,greulich,
Seuuard,der,verwerflich,
Seuuardus,der,fühlbar,
Seven,der,bissig,
Sevestre,der,herrisch,
Sevrin,der,bestialisch,
Sewal,der,schlecht gelaunt,
Sewale,der,tadelnswert,
Sewallus,der,schlagend,
Seward,der,schauerlich,
Sewell,der,ärgerlich,
Shapur,der,beklemmend,
Shilgen,der,dickfellig,
Shipitbaal,der,fürchterlich,
Sibertus,der,unerhört,
Sibico,der,satanisch,
Sibilo,der,brüsk,
Siboldus,der,rüde,
Sibragtus,der,abgestumpft,
Sibratus,der,traurig,
Sicard,der,unerbittlich,
Sicho,der,unheimlich,
Sicre,der,makaber,
Sicho,der,lieblos,
Sicinnos,der,böse,
Siculus,der,gewaltsam,
Sidimund,der,ungut,
Siebrand,der,frostklirrend,
Siefke,der,despotisch,
Siegmyrth,der,krude,
Sifridus,der,bejammernswert,
Sigan,der,verächtlich,
Sigebert,der,griesgrämig,
Sigenandus,der,verächtlich,
Sigeric,der,barbarisch,
Sigesar,der,gruslig,
Sigibald,der,eisenfest,
Sigibert,der,kaltherzig,
Sigibuld,der,angsterregend,
Sigismund,der,beträchtlich,
Sigisvult,der,lieblos,
Sikke,der,unerhört,
Silanos,der,übermäßig,
Silban,der,übellaunig,
Silenos,der,libidinös,
Silvestre,der,hart,
Simmias,der,geladen,
Simo,der,ungeschliffen,
Simocatta,der,krude,
Simoisius,der,schauerhaft,
Simonides,der,ungenießbar,
Sindel,der,unbeeindruckt,
Sindila,der,leidig,
Sindo,der,außergewöhnlich,
Sinibaldo,der,gewaltsam,
Sinis,der,einschneidend,
Sinon,der,apodiktisch,
Sippas,der,unerbittlich,
Sirion,der,unglaublich,
Sirom,der,blutdürstig,
Siromos,der,entschieden,
Sisbert,der,ungeschliffen,
Sisebut,der,gewaltig,
Sisenand,der,erbarmungslos,
Sisyphus,der,egoistisch,
Sito,der,rüpelhaft,
Sittas,der,tierisch,
Situli,der,infernal,
Sivis,der,drastisch,
Siwardus,der,handgemein,
Sjamme,der,gräulich,
Skiron,der,saukalt,
Smaragdus,der,apodiktisch,
Smindyrides,der,unlieb,
Smintheus,der,erbost,
Snaracho,der,unpassend,
Snarung,der,streng,
Snato,der,lieblos,
Snazi,der,verflucht,
Soas,der,misanthropisch,
Socus,der,sadistisch,
Sohalet,der,verstimmt,
Soolet,der,leidvoll,
Sohier,der,ruppig,
Soin,der,verstimmt,
Soke,der,albtraumhaft,
Sophanes,der,unerhört,
Sophokles,der,quälend,
Soranus,der,außerordentlich,
Sosibios,der,unempfänglich,
Sosicles,der,lüstern,
Sosigines,der,gesinnt,
Sosilus,der,ungehörig,
Sosimenes,der,unbeteiligt,
Sosipatros,der,schwierig,
Sosthenes,der,schreckhaft,
Sostias,der,grässlich,
Sostratos,der,destruktiv,
Soter,der,erschrecklich,
Sotil,der,ausschweifend,
Souni,der,fest,
Sonnet,der,gemütlos,
Speciosus,der,schlagend,
Spertias,der,gruslig,
Speudon,der,bitterkalt,
Speusippos,der,kaltschnäuzig,
Spinther,der,gnadenlos,
Spirodion,der,unangenehm,
Staas,der,mitleidslos,
Stace,der,geladen,
Stacey,der,dämonisch,
Stachys,der,lächelnd,
Stacius,der,erzürnt,
Stacy,der,verneinend,
Stallo,der,unheimlich,
Starchari,der,verdammt,
Stauracius,der,apodiktisch,
Steffen,der,schauderbar,
Stentor,der,gefühllos,
Stephane,der,infernal,
Stephen,der,ungerührt,
Stesagoras,der,bestimmt,
Stesanor,der,ungehörig,
Stesilaus,der,martervoll,
Sthenelaus,der,unliebsam,
Sthenelus,der,fanatisch,
Stichius,der,harsch,
Stielf,der,tödlich,
Stilicho,der,schwierig,
Stolos,der,unzivilisiert,
Strabo,der,bestialisch,
Strachys,der,erschrecklich,
Strategius,der,gemeinschaftsfeindlich,
Stratios,der,stark,
Straton,der,erzürnt,
Strophantes,der,widerlich,
Strophius,der,widersprüchlich,
Strymon,der,katastrophal,
Su,der,wütend,
Suatrius,der,einschneidend,
Sueridus,der,seelenlos,
Sugar,der,stumpfsinnig,
Suger,der,zornig,
Sugoi,der,lächelnd,
Suidbert,der,kummervoll,
Suidger,der,bedauerlich,
Sumar,der,autoritär,
Sunericus,der,unliebsam,
Sunnia,der,peinigend,
Sunno,der,unkultiviert,
Suntje,der,wirksam,
Suppo,der,infernal,
Sustrai,der,widersprüchlich,
Sweert,der,erzürnt,
Swikerus,der,menschenfeindlich,
Swirt,der,destruktiv,
Swittert,der,beachtlich,
Syagricus,der,abschreckend,
Syagrius,der,handgemein,
Syagros,der,unkultiviert,
Syennesis,der,teilnahmslos,
Syloson,der,unmenschlich,
Sylvester,der,beachtlich,
Symeon,der,satanisch,
Symeonius,der,verflucht,
Synesius,der,teuflisch,
Syriack,der,gemütsarm,
Syward,der,ordentlich,
Sywardus,der,ungeheuer,
Tadica,der,engstirnig,
Taiaho,der,bedrohlich,
Taillefer,der,kaltschnäuzig,
Taillemache,der,lebhaft,
Taine,der,unlieb,
Taino,der,ungeheuer,
Taki,der,gruselig,
Talaemenes,der,gemeinschaftsfeindlich,
Talaos,der,frostig,
Talaus,der,mitleidlos,
Talbot,der,fühllos,
Talebot,der,schauderhaft,
Tallo,der,widrig,
Talon,der,schlagend,
Talos,der,eisenfest,
Talthybios,der,gesinnt,
Tamás,der,abschreckend,
Tame,der,hingabefähig,
Tamme,der,quälend,
Tanais,der,grell,
Tanca,der,gewaltig,
Tancard,der,einschneidend,
Tancred,der,satanisch,
Tancrede,der,ungesittet,
Tane,der,heillos,
Tankard,der,grimmig,
Tarchaniotes,der,eisern,
Tarchon,der,bitterkalt,
Tardu,der,hochnäsig,
Tartalo,der,stumpfsinnig,
Tassart,der,bestimmt,
Tassot,der,sarkastisch,
Tassin,der,widrig,
Tassilo,der,furchterregend,
Tato,der,egoistisch,
Taua,der,beklagenswert,
Taunui,der,roh,
Taureas,der,außerordentlich,
Taurin,der,lüstern,
Tawno,der,bedenklich,
Te,der,viehisch,
Tebaeus,der,kalt,
Tebald,der,bedauerlich,
Tebaud,der,blutdürstig,
Tebbe,der,despotisch,
Tecton,der,lieblos,
Tedbaldus,der,ungehörig,
Tedric,der,handgreiflich,
Teebald,der,grimmig,
Teias,der,gereizt,
Teiresias,der,fürchterlich,
Teja,der,totalitär,
Te,der,unbeschreiblich,
Tekukuni,der,verächtlich,
Telamon,der,heftig,
Telekles,der,hundekalt,
Telemacho,der,animalisch,
Telemachos,der,bitterlich,
Telemachus,der,eingeschlafen,
Telephos,der,strikt,
Telephus,der,misanthropisch,
Telesinus,der,straff,
Telesphorus,der,peinigend,
Telines,der,bestialisch,
Tellias,der,griesgrämig,
Tellis,der,quälerisch,
Tello,der,unbeeindruckt,
Telys,der,gewissenlos,
Tem,der,greulich,
Temenos,der,unheimlich,
Temuera,der,griesgrämig,
Tendao,der,schreckhaft,
Tenes,der,unerbittlich,
Tenny,der,unbeeindruckt,
Tenthredon,der,strikt,
Teodbald,der,rüpelhaft,
Teodric,der,ätzend,
Tere,der,verwerflich,
Tereus,der,dornenvoll,
Tericius,der,abgestumpft,
Terillos,der,übelgelaunt,
Terrell,der,beunruhigend,
Terric,der,heftig,
Terrick,der,misanthropisch,
Terricus,der,makaber,
Terry,der,angsteinflößend,
Tescelin,der,unsanft,
Tetbald,der,hart,
Tetramnestus,der,unsanft,
Tettrino,der,unselig,
Teucer,der,leidvoll,
Teukros,der,herb,
Teutamos,der,bitterlich,
Teuthranes,der,hartherzig,
Teuthras,der,lüstern,
Teutobod,der,albtraumhaft,
Tevenot,der,unwillig,
Thales,der,gleichgültig,
Thaleus,der,streng,
Thalpius,der,schauderbar,
Thalysios,der,viehisch,
Thancharat,der,frech,
Thancheri,der,greulich,
Thancred,der,unmanierlich,
Thankmar,der,unwillig,
Tharuaro,der,handfest,
Tharybis,der,schröcklich,
Thaulos,der,furchterregend,
Thaumastus,der,flegelhaft,
Theagenes,der,unhöflich,
Theages,der,gewissenlos,
Theas,der,unpassend,
Theasides,der,gleichgültig,
Thebaldus,der,wutschnaubend,
Thee,der,handfest,
Thela,der,sinnenfroh,
Themistius,der,verwerflich,
Theobald,der,lüstern,
Theobaldus,der,mörderisch,
Theocharistus,der,schlecht gelaunt,
Theoclymnius,der,unzugänglich,
Theoctistus,der,unartig,
Theocydes,der,leidvoll,
Theodahad,der,unbeherrscht,
Théodard,der,ätzend,
Theodbald,der,schonungslos,
Theodehad,der,schaudererregend,
Theodekles,der,eisig,
Theodemar,der,dumm,
Theodemer,der,abschreckend,
Theoderic,der,erzürnt,
Theodericus,der,ungut,
Theoderid,der,besorgniserregend,
Theodilacus,der,betrüblich,
Theodo,der,missgelaunt,
Theodoracius,der,hemmungslos,
Theodore,der,unbeeindruckt,
Theodoretus,der,rabiat,
Theodoric,der,horrend,
Theodoricus,der,wirksam,
Theodoros,der,gleichgültig,
Theodorus,der,unkollegial,
Theodotus,der,reserviert,
Theodric,der,bedenkenlos,
Theodulf,der,interesselos,
Theodulph,der,unheilvoll,
Theodulus,der,schlecht gelaunt,
Theogenius,der,hemmungslos,
Theognis,der,grobsinnlich,
Theomestor,der,primitiv,
Theomestros,der,missgelaunt,
Theon,der,ungehörig,
Theopemptus,der,betäubt,
Theophanes,der,erzürnt,
Theophilius,der,erbittert,
Theophilus,der,unmanierlich,
Theophrastos,der,gemütlos,
Theophrastus,der,gestählt,
Theophylact,der,kannibalisch,
Theophylactus,der,verletzend,
Theophylaktos,der,leidig,
Theopompos,der,hartherzig,
Theopompus,der,verärgert,
Theopropides,der,tierisch,
Theoros,der,gruslig,
Theos,der,beklemmend,
Theotimus,der,drakonisch,
Theotpert,der,unlieb,
Theramenes,der,frostklirrend,
Therapon,der,temperamentlos,
Theras,der,herzlos,
Thero,der,einschneidend,
Theron,der,kompromisslos,
Thersandros,der,verwerflich,
Therseandros,der,triebhaft,
Thersilochus,der,rigoros,
Thersites,der,brüsk,
Thessalos,der,verstimmt,
Thestor,der,fühllos,
Thettalos,der,apathisch,
Theudebert,der,widersprüchlich,
Theudegisel,der,ungehobelt,
Theudegisklos,der,graus,
Theuderic,der,schnöde,
Theudis,der,abgründig,
Theudoald,der,taktlos,
Theudobald,der,hemmungslos,
Theutgaud,der,kaltschnäuzig,
Theutlich,der,kalt,
Thibaud,der,martervoll,
Thidrek,der,krude,
Thiébaut,der,beklagenswert,
Thieme,der,gewalttätig,
Thiemmo,der,unfreundlich,
Thierri,der,unbeteiligt,
Thierry,der,entschieden,
Thietmar,der,kompromisslos,
Thilko,der,erbost,
Thim,der,verdammt,
Thirkell,der,infernalisch,
Thiudimir,der,empfindlich,
Thiudorieks,der,sadistisch,
Thoas,der,misanthropisch,
Thomas,der,grantig,
Thon,der,unpassend,
Thonyn,der,stumpf,
Thoön,der,beklagenswert,
Thorald,der,stumpfsinnig,
Thorax,der,unempfindlich,
Thore,der,entschlossen,
Thorismud,der,aggressiv,
Thorismund,der,gemeinschaftsfeindlich,
Thorkill,der,erzürnt,
Thorold,der,ungehörig,
Thouche,der,taktlos,
Thrasamund,der,zornig,
Thrasaric,der,grimmig,
Thrasidaios,der,greislich,
Thrasilaus,der,abgründig,
Thrasius,der,kolossal,
Thrasybulos,der,viehisch,
Thrasyllus,der,wutentbrannt,
Thrasymedes,der,tadelnswert,
Thraustila,der,beklemmend,
Threspotus,der,abscheulich,
Thrustanus,der,unbewegt,
Thrystan,der,herzzerreißend,
Thukydides,der,grauenvoll,
Thurstan,der,beträchtlich,
Thurstanus,der,verabscheuenswürdig,
Thurstin,der,unheimlich,
Thybaudin,der,eisenhart,
Thybaut,der,unerträglich,
Thyestes,der,kompromisslos,
Thymoetes,der,schlecht gelaunt,
Thymotes,der,schauderbar,
Thyrsis,der,scheußlich,
Thyrsos,der,rücksichtslos,
Tiaki,der,destruktiv,
Tiakinga,der,peinigend,
Tib,der,arg,
Tibald,der,fest,
Tibalt,der,entschlossen,
Tibaut,der,ruppig,
Tibbald,der,schauererregend,
Tibbott,der,herb,
Tibost,der,krude,
Tibout,der,schröcklich,
Tiebaut,der,grobsinnlich,
Tiele,der,ungehobelt,
Tierri,der,skandalös,
Tiessot,der,sarkastisch,
Tika,der,eisig,
Timagenidas,der,rau,
Timagoras,der,grantig,
Timais,der,disziplinarisch,
Timanthes,der,herzzerreißend,
Timasion,der,unbewegt,
Timasitheus,der,teuflisch,
Timesithius,der,intensiv,
Timm,der,herrisch,
Timnes,der,disziplinarisch,
Timo,der,übelgelaunt,
Timoleon,der,schmerzhaft,
Timon,der,rücksichtslos,
Timonax,der,unkollegial,
Timote,der,heillos,
Timotheus,der,verroht,
Timoti,der,schaurig,
Timoxenos,der,einschneidend,
Timozel,der,rabiat,
Tinnelt,der,stark,
Tipi,der,widersprüchlich,
Tiro,der,mörderisch,
Tirrell,der,lächelnd,
Tirynthius,der,grauslich,
Tisamenos,der,unbeteiligt,
Tisandros,der,grimmig,
Tisias,der,erschreckend,
Tithonius,der,rigoristisch,
Titormos,der,kompakt,
Tityrus,der,bewusstlos,
Tjalf,der,brummig,
Tjark,der,eingeschlafen,
Tlepolemus,der,erbittert,
Tmolus,der,schief,
Toa,der,kaltherzig,
Tobar,der,gruselig,
Todor,der,abgestumpft,
Tomás,der,katastrophal,
Tönjes,der,quälend,
Torleu,der,roh,
Torphin,der,stark,
Torquil,der,schaurig,
Totakoxe,der,egoistisch,
Totila,der,unsanft,
Trafstila,der,gruselig,
Trapsta,der,abweisend,
Trasaric,der,kompromisslos,
Trasaricus,der,gefühllos,
Trasimondo,der,knallhart,
Trechus,der,unwillig,
Tribigild,der,übermäßig,
Tribonianus,der,unheilvoll,
Tribunas,der,roh,
Triopas,der,dickfellig,
Triptolemus,der,herzlos,
Tristan,der,verletzend,
Tristian,der,grell,
Triston,der,kannibalisch,
Tristram,der,ekelhaft,
Triton,der,tadelnswert,
Troezenus,der,herzzerreißend,
Trophimus,der,abweisend,
Trophnus,der,angsterregend,
Tros,der,gespenstisch,
Trostheri,der,qualvoll,
Trostila,der,bewusstlos,
Truhtilo,der,schrecklich,
Trustan,der,schröcklich,
Trustram,der,furchterregend,
Trypho,der,unglaublich,
Trystrem,der,außergewöhnlich,
Tuaivi,der,grauenerregend,
Tufa,der,ernst,
Tuluin,der,bedenklich,
Turbertus,der,mitleidslos,
Turgis,der,unbeherrscht,
Turold,der,gemütsarm,
Turoldus,der,herzzerreißend,
Turpin,der,dumpf,
Turquan,der,außergewöhnlich,
Turrianus,der,bejammernswert,
Turstan,der,bedrohlich,
Turstanus,der,makaber,
Tursten,der,unliebsam,
Turstin,der,wirksam,
Turstinus,der,beträchtlich,
Tuste,der,fest,
Tutain,der,gestählt,
Tuu,der,taub,
Tuyon,der,graus,
Txanton,der,bejammernswert,
Txaran,der,unrecht,
Txartiko,der,schonungslos,
Txatxu,der,unausstehlich,
Txerran,der,benommen,
Txeru,der,gefühllos,
Txilar,der,furchterregend,
Tximitx,der,ungenießbar,
Txindoki,der,unliebenswürdig,
Txomin,der,gemeinschaftsfeindlich,
Txordon,der,mörderisch,
Txurio,der,grauenerregend,
Tybalt,der,gewaltig,
Tybaut,der,unzivilisiert,
Tybost,der,gehörig,
Tybout,der,wutschäumend,
Tychaeus,der,eisig,
Tydeides,der,knallhart,
Tydeus,der,unpassend,
Tymnes,der,unselig,
Tyndareus,der,rüpelhaft,
Tyndarios,der,grauenhaft,
Tyon,der,animalisch,
Tyrell,der,unheimlich,
Tzimisas,der,gefühlskalt,
Tzittas,der,fühlbar,
Ubarna,der,unlieb,
Ubben,der,intensiv,
Ubelteso,der,frostklirrend,
Ubendu,der,quälend,
Ucalegon,der,geladen,
Ucco,der,beängstigend,
Uchered,der,mürrisch,
Ucke,der,kaltherzig,
Uctred,der,betäubt,
Udalaitz,der,brummig,
Udo,der,einschneidend,
Udona,der,höllisch,
Uelert,der,ungehalten,
Ueli,der,grauenvoll,
Ugaitz,der,graus,
Ughtred,der,ätzend,
Ugurtz,der,mitleidlos,
Ugutz,der,dornenreich,
Uhin,der,unnachsichtig,
Uhredus,der,taub,
Uhtred,der,scharf,
Uidt,der,kühl,
Ulert,der,quälerisch,
Ulfert,der,blutdürstig,
Ulfilas,der,leidenschaftslos,
Ulger,der,schreckenerregend,
Ulpt,der,unmanierlich,
Ulricus,der,gehörig,
Ulta,der,dumm,
Uluric,der,eisenhart,
Umea,der,grauenhaft,
Umfray,der,unzivilisiert,
Umfrey,der,herb,
Umfridus,der,entschlossen,
Umphrey,der,verärgert,
Unai,der,eisenfest,
Unax,der,herrisch,
Unigild,der,böse,
Unila,der,gehörig,
Unimund,der,übermäßig,
Uno,der,brüsk,
Unsenis,der,kaltblütig,
Untel,der,energisch,
Uptet,der,schief,
Ur,der,fanatisch,
Uraias,der,katastrophal,
Uranius,der,handgreiflich,
Urbasa,der,fanatisch,
Urbez,der,roh,
Urbicus,der,gruslig,
Urdaspal,der,gewaltig,
Urdin,der,interesselos,
Urian,der,unausstehlich,
Urianus,der,kaltschnäuzig,
Urien,der,gemütlos,
Urki,der,bestialisch,
Urko,der,unpassend,
Urre,der,betäubt,
Urritz,der,schonungslos,
Urs,der,unsanft,
Urtats,der,gefühlskalt,
Urti,der,kränkend,
Urtsin,der,strikt,
Urtsua,der,unbarmherzig,
Urtun,der,unzivilisiert,
Urtungo,der,straff,
Urtzi,der,unkollegial,
Uryene,der,handgemein,
Uwe,der,widerlich,
Uwen,der,unsanft,
Uzuri,der,martervoll,
Vaanes,der,angsteinflößend,
Vacho,der,triebhaft,
Vagdvaraestus,der,schaudererregend,
Valamer,der,gestählt,
Valamir,der,rigoristisch,
Valantinus,der,empört,
Valaravans,der,barsch,
Valdebron,der,bestimmt,
Valentinus,der,ungehorsam,
Valia,der,mörderisch,
Valter,der,betrüblich,
Vandalarius,der,kaltherzig,
Vandil,der,wollüstig,
Vane,der,autoritär,
Vannes,der,unbarmherzig,
Varazes,der,unbewegt,
Varin,der,krude,
Varocher,der,verhängnisvoll,
Vasacius,der,gramvoll,
Vasey,der,unmenschlich,
Vauquelin,der,barsch,
Vedast,der,dumm,
Veduco,der,unartig,
Veitel,der,wutentbrannt,
Venantius,der,plump,
Venerandus,der,apodiktisch,
Venyse,der,borstig,
Vetericus,der,wütend,
Vetranio,der,gestählt,
Vetranis,der,handfest,
Vettias,der,bestialisch,
Vézian,der,sinnenfroh,
Viator,der,streng,
Vicelin,der,schauerhaft,
Victor,der,bitter,
Victorinus,der,schreckhaft,
Vidans,der,tödlich,
Videric,der,diabolisch,
Vidigoia,der,missmutig,
Vidimir,der,dickfellig,
Viel,der,grauenerregend,
Viennet,der,animalisch,
Vigilius,der,gravierend,
Vigor,der,brummig,
Viliame,der,schäbig,
Viliaris,der,gewaltig,
Vilihame,der,grimmig,
Villiame,der,schwer,
Vince,der,gewalttätig,
Vincenot,der,greulich,
Vincent,der,gewalttätig,
Vincentius,der,intensiv,
Vincey,der,beachtlich,
Vinitharius,der,ernst,
Virus,der,seelenlos,
Visimar,der,verletzend,
Vital,der,gemütsarm,
Vitalianus,der,eisenfest,
Vitalius,der,erzürnt,
Vitel,der,kolossal,
Vithimiris,der,widerlich,
Vithmiris,der,böse,
Vitigis,der,disziplinarisch,
Vittamar,der,unrecht,
Vitus,der,ungeschliffen,
Vivianus,der,schröcklich,
Vivien,der,wollüstig,
Volusian,der,grauslich,
Vulmar,der,terribel,
Vultuulf,der,besorgniserregend,
Vvillequin,der,fanatisch,
Vyell,der,ernst,
Waco,der,außergewöhnlich,
Waibilo,der,unausstehlich,
Waido,der,furchterregend,
Waihoroi,der,graus,
Waimar,der,schlecht gelaunt,
Waimiria,der,frostig,
Waiofar,der,stark,
Waisale,der,wutentbrannt,
Wala,der,außerordentlich,
Walahfrid,der,ausschweifend,
Walahmar,der,gefühlsarm,
Walaric,der,entschieden,
Walchelim,der,unzivilisiert,
Walchelin,der,grauslich,
Walcher,der,beachtlich,
Waldef,der,triebhaft,
Waldeof,der,unangenehm,
Waldeve,der,katastrophal,
Waldew,der,bitterkalt,
Waldhar,der,infernal,
Waldhere,der,streng,
Waldibert,der,gewaltig,
Waldief,der,frostklirrend,
Waldipert,der,unselig,
Waldive,der,schreckenerregend,
Waldolanus,der,gefühlsarm,
Waldomar,der,interesselos,
Waleran,der,furchterregend,
Waleron,der,furchtbar,
Walganus,der,unsanft,
Walhbert,der,blutdürstig,
Waliko,der,apathisch,
Walkelin,der,grell,
Walkelinus,der,ungehobelt,
Wallevus,der,gespenstisch,
Wallia,der,gallig,
Wally,der,unbeschreiblich,
Waloco,der,erbarmungslos,
Walpurga,der,haarsträubend,
Walt,der,unbarmherzig,
Walterius,der,bissig,
Walterus,der,diabolisch,
Waltgaud,der,kaltblütig,
Wamba,der,ungeschliffen,
Wandilo,der,apodiktisch,
Wandregisel,der,kummervoll,
Wandregisilus,der,unmanierlich,
Wandrille,der,unbewegt,
Warenheri,der,erbost,
Warin,der,unwillig,
Wariner,der,wirksam,
Warinhari,der,handfest,
Warinus,der,taktlos,
Warmann,der,blutdürstig,
Warnerius,der,bitterlich,
Warnerus,der,skandalös,
Warren,der,primitiv,
Warrenus,der,unbeeindruckt,
Wasili,der,ungenießbar,
Wat,der,unlieb,
Water,der,übermäßig,
Watje,der,grässlich,
Watkin,der,hart,
Watkyn,der,aggressiv,
Watt,der,beängstigend,
Wattie,der,grob,
Watty,der,heikel,
Wauter,der,greulich,
Wazo,der,verstimmt,
Wealdtheow,der,heftig,
Wecelo,der,gehörig,
Weert,der,horrend,
Weffel,der,ungesittet,
Weidheri,der,schauervoll,
Weila,der,beklagenswert,
Weinert,der,barbarisch,
Weintje,der,entschlossen,
Wella,der,wütend,
Welp,der,herzlos,
Welpo,der,schmerzlich,
Wene,der,leidenschaftslos,
Wenert,der,roh,
Wercha,der,hingabefähig,
Wercrata,der,bitter,
Werdo,der,schauerlich,
Werinbert,der,schauerlich,
Werner,der,unartig,
Wernerus,der,dornig,
Wesh,der,unliebenswürdig,
Wezilo,der,schrecklich,
Whatahui,der,lebhaft,
Wherehiko,der,tyrannisch,
Wibert,der,destruktiv,
Wibil,der,beachtlich,
Wichard,der,schmerzlich,
Wichmann,der,plump,
Widargelt,der,frigide,
Widigast,der,indigniert,
Wido,der,unheimlich,
Widogast,der,hartherzig,
Widradus,der,erbarmungslos,
Wiebrand,der,skrupellos,
Wiebt,der,ordentlich,
Wigandus,der,intensiv,
Wigayn,der,verroht,
Wigo,der,abgründig,
Wigstan,der,erschreckend,
Wihtred,der,skandalös,
Wikerus,der,schäbig,
Wilcke,der,bestialisch,
Wilcock,der,abgestumpft,
Wilecoc,der,totalitär,
Wilfred,der,unmanierlich,
Wilhelm,der,schreckenerregend,
Wilhelmus,der,verflucht,
Wiliam,der,widrig,
Wiliame,der,verächtlich,
Wilkie,der,quälend,
Wilkin,der,hässlich,
Wilko,der,gallig,
Will,der,unselig,
Willahelm,der,schlagend,
Willamar,der,schwierig,
Willcock,der,unzivilisiert,
Willehad,der,energisch,
Willehelm,der,sarkastisch,
Willelm,der,bedrohend,
Willelmus,der,disziplinarisch,
Willet,der,gruselig,
William,der,widrig,
Williame,der,hart,
Willibald,der,reserviert,
Willibrord,der,wütend,
Willie,der,brutal,
Willmot,der,teuflisch,
Wilmot,der,skandalös,
Wilred,der,hingabefähig,
Wimarc,der,gehörig,
Wimark,der,animalisch,
Winebaud,der,tyrannisch,
Winguric,der,kummervoll,
Winicho,der,schlimm,
Wintar,der,unbeeindruckt,
Wintherus,der,beachtlich,
Wintri,der,rabiat,
Wirtje,der,brutal,
Wiscar,der,unzugänglich,
Wiscard,der,makaber,
Wischard,der,drakonisch,
Wisgarus,der,grässlich,
Wistan,der,schrecklich,
Wistanus,der,herb,
Withari,der,gewalttätig,
Withekindus,der,unbarmherzig,
Witige,der,schreckhaft,
Wittigis,der,entsetzenerregend,
Wittiza,der,drastisch,
Wlfric,der,skrupellos,
Wlfriche,der,saukalt,
Wlvricus,der,erbost,
Wobias,der,eisig,
Wocco,der,greulich,
Woco,der,engherzig,
Wolkan,der,intensiv,
Woltje,der,außerordentlich,
Wortwinus,der,gewaltig,
Wracwulf,der,tödlich,
Wulfram,der,frostklirrend,
Wulfric,der,wutschäumend,
Wultgar,der,ungehobelt,
Wulurich,der,gravierend,
Wunnihad,der,saukalt,
Wurm,der,missgelaunt,
Wy,der,unbeherrscht,
